txn_id,user_id,amount,location,device,timestamp,risk_score,true_label,predicted_label
txn_1772299170432_387,U232,17991,Delhi,mobile,1772299170.4325209,0.78,FRAUD,FRAUD
txn_1772299172450_277,U589,13203,Bangalore,web,1772299172.450303,0,GENUINE,GENUINE
txn_1772299174460_306,U568,14075,Mumbai,mobile,1772299174.460673,0,GENUINE,GENUINE
txn_1772299176475_793,U581,2927,Kolkata,web,1772299176.4752338,0,FRAUD,GENUINE
txn_1772299178489_981,U819,9657,Bangalore,mobile,1772299178.4894295,0,GENUINE,GENUINE
txn_1772299180500_407,U746,5748,Bangalore,mobile,1772299180.5008514,0,GENUINE,GENUINE
txn_1772299182515_481,U499,4371,Bangalore,mobile,1772299182.51594,0,GENUINE,GENUINE
txn_1772299184530_193,U861,18203,Mumbai,web,1772299184.5302687,1.38,GENUINE,FRAUD
txn_1772299186539_790,U333,17176,Kolkata,web,1772299186.5392718,0.85,GENUINE,FRAUD
txn_1772299188554_242,U810,6730,Bangalore,mobile,1772299188.5547497,0,GENUINE,GENUINE
txn_1772299190570_192,U977,9768,Kolkata,mobile,1772299190.5700836,0,GENUINE,GENUINE
txn_1772299192587_226,U471,15628,Kolkata,web,1772299192.58731,1.09,GENUINE,FRAUD
txn_1772299194600_870,U671,17122,Kolkata,mobile,1772299194.6004422,0.63,GENUINE,FRAUD
txn_1772299196616_653,U315,16659,Foreign,web,1772299196.616048,1.91,FRAUD,FRAUD
txn_1772299198624_955,U113,2010,Kolkata,web,1772299198.6249225,0,GENUINE,GENUINE
txn_1772299200638_184,U430,10700,Chennai,mobile,1772299200.638815,0,GENUINE,GENUINE
txn_1772299202649_840,U709,9333,Foreign,mobile,1772299202.6494977,0.73,FRAUD,GENUINE
txn_1772299204662_336,U735,13633,Foreign,mobile,1772299204.6627147,1.1,FRAUD,FRAUD
txn_1772299206674_758,U674,17250,Delhi,mobile,1772299206.6740685,1.45,FRAUD,FRAUD
txn_1772299208686_294,U545,8913,Foreign,mobile,1772299208.6869462,0.73,FRAUD,GENUINE
txn_1772299210699_707,U364,9836,Bangalore,web,1772299210.6995459,0,GENUINE,GENUINE
txn_1772299212713_857,U857,16346,Hyderabad,mobile,1772299212.7130113,1.02,FRAUD,FRAUD
txn_1772299214720_195,U336,15786,Chennai,mobile,1772299214.7202141,0.7,FRAUD,FRAUD
txn_1772299216733_657,U467,830,Bangalore,mobile,1772299216.7330303,0,FRAUD,GENUINE
txn_1772299218752_154,U915,18368,Mumbai,web,1772299218.752111,1.23,GENUINE,FRAUD
txn_1772299220761_787,U275,6221,Hyderabad,web,1772299220.7615795,0,GENUINE,GENUINE
txn_1772299222769_214,U208,11337,Mumbai,mobile,1772299222.7697961,0,GENUINE,GENUINE
txn_1772299224785_292,U775,7010,Mumbai,web,1772299224.7853878,0,GENUINE,GENUINE
txn_1772299226796_854,U894,1929,Chennai,mobile,1772299226.7966418,0,GENUINE,GENUINE
txn_1772299228814_319,U138,19848,Bangalore,web,1772299228.814397,1.03,FRAUD,FRAUD
txn_1772299230829_586,U246,6308,Hyderabad,mobile,1772299230.829346,0,GENUINE,GENUINE
txn_1772299232842_124,U412,2619,Foreign,mobile,1772299232.8421805,1.13,GENUINE,GENUINE
txn_1772299234852_368,U530,5578,Foreign,web,1772299234.8528762,1.48,FRAUD,GENUINE
txn_1772299236864_435,U602,16496,Delhi,web,1772299236.8649523,1.15,GENUINE,FRAUD
txn_1772299238876_632,U585,1634,Foreign,web,1772299238.8761337,1.37,FRAUD,GENUINE
txn_1772299240884_681,U242,5405,Kolkata,mobile,1772299240.8849127,0,GENUINE,GENUINE
txn_1772299242897_222,U850,5437,Foreign,web,1772299242.8974018,1.37,FRAUD,GENUINE
txn_1772299244913_618,U559,12369,Mumbai,web,1772299244.913114,0,GENUINE,GENUINE
txn_1772299246920_770,U539,19002,Delhi,mobile,1772299246.920938,1.15,GENUINE,FRAUD
txn_1772299248936_984,U263,12273,Foreign,mobile,1772299248.936138,1.15,GENUINE,FRAUD
txn_1772299250945_391,U544,10946,Foreign,mobile,1772299250.945462,0.83,GENUINE,FRAUD
txn_1772299252962_333,U470,17228,Delhi,mobile,1772299252.9627094,0.94,GENUINE,FRAUD
txn_1772299254976_225,U878,15892,Chennai,mobile,1772299254.9763968,1.22,FRAUD,FRAUD
txn_1772299256992_349,U599,12345,Kolkata,web,1772299256.9920876,0,GENUINE,GENUINE
txn_1772299259004_872,U678,12876,Chennai,mobile,1772299259.004781,0,GENUINE,GENUINE
txn_1772299261017_667,U741,16375,Delhi,web,1772299261.017862,1.4,FRAUD,FRAUD
txn_1772299263030_752,U136,17786,Kolkata,web,1772299263.0305455,0.54,FRAUD,FRAUD
txn_1772299265039_909,U477,397,Delhi,web,1772299265.0396018,0,GENUINE,GENUINE
txn_1772299267050_934,U891,3061,Foreign,mobile,1772299267.0506265,1.46,FRAUD,GENUINE
txn_1772299269059_306,U727,17156,Hyderabad,web,1772299269.0590959,0.91,GENUINE,FRAUD
txn_1772299271062_338,U891,9280,Chennai,web,1772299271.0626297,1.03,FRAUD,FRAUD
txn_1772299273074_555,U281,18295,Delhi,web,1772299273.074077,0.64,GENUINE,FRAUD
txn_1772299275079_656,U145,16568,Kolkata,web,1772299275.079316,1.43,FRAUD,FRAUD
txn_1772299277094_841,U133,18170,Hyderabad,mobile,1772299277.0933936,0.65,FRAUD,FRAUD
txn_1772299279129_730,U867,5493,Kolkata,mobile,1772299279.1293557,0,GENUINE,GENUINE
txn_1772299281139_802,U271,19929,Kolkata,mobile,1772299281.1390016,1.33,GENUINE,FRAUD
txn_1772299283153_462,U538,11971,Foreign,mobile,1772299283.1533036,1.03,GENUINE,FRAUD
txn_1772299285165_488,U938,19563,Mumbai,web,1772299285.165699,1.2,FRAUD,FRAUD
txn_1772299287177_121,U567,15412,Hyderabad,web,1772299287.1776423,0.56,FRAUD,FRAUD
txn_1772299289187_397,U876,14733,Foreign,mobile,1772299289.1879003,1.2,GENUINE,FRAUD
txn_1772299291197_386,U764,8192,Foreign,mobile,1772299291.1978464,1.41,FRAUD,GENUINE
txn_1772299293207_911,U815,10000,Mumbai,web,1772299293.207058,0,GENUINE,GENUINE
txn_1772299295222_717,U177,1703,Delhi,web,1772299295.2222958,0,GENUINE,GENUINE
txn_1772299297231_380,U710,2588,Chennai,web,1772299297.2316058,0,GENUINE,GENUINE
txn_1772299299244_355,U553,2237,Hyderabad,web,1772299299.24411,0,GENUINE,GENUINE
txn_1772299301259_922,U528,4185,Chennai,web,1772299301.2593145,0,GENUINE,GENUINE
txn_1772299303270_952,U217,6177,Kolkata,web,1772299303.270909,0,GENUINE,GENUINE
txn_1772299305280_652,U556,925,Chennai,web,1772299305.2801814,0,GENUINE,GENUINE
txn_1772299307295_620,U480,12269,Delhi,mobile,1772299307.295056,0,FRAUD,GENUINE
txn_1772299309306_513,U258,9239,Chennai,web,1772299309.3061366,0,GENUINE,GENUINE
txn_1772299311313_735,U308,11727,Mumbai,web,1772299311.3132765,0,GENUINE,GENUINE
txn_1772299313323_256,U968,16953,Chennai,mobile,1772299313.3236802,0.8,FRAUD,FRAUD
txn_1772299315336_297,U379,882,Kolkata,web,1772299315.336986,0,GENUINE,GENUINE
txn_1772299317350_692,U526,16607,Delhi,web,1772299317.3501067,0.55,FRAUD,FRAUD
txn_1772299319363_557,U866,6837,Bangalore,web,1772299319.3637953,0,GENUINE,GENUINE
txn_1772299321376_175,U303,3800,Bangalore,web,1772299321.3766675,0,GENUINE,GENUINE
txn_1772299323383_569,U703,14499,Bangalore,mobile,1772299323.3834286,0,FRAUD,GENUINE
txn_1772299325394_772,U977,550,Delhi,web,1772299325.3940644,0,GENUINE,GENUINE
txn_1772299327403_762,U854,16001,Bangalore,web,1772299327.4036949,1.26,GENUINE,FRAUD
txn_1772299329416_781,U515,2383,Hyderabad,mobile,1772299329.4163506,0,GENUINE,GENUINE
txn_1772299331429_929,U230,7973,Delhi,web,1772299331.42935,0,GENUINE,GENUINE
txn_1772299333440_151,U986,5048,Mumbai,web,1772299333.4401062,0,GENUINE,GENUINE
txn_1772299335455_269,U941,11167,Bangalore,mobile,1772299335.4553452,0,GENUINE,GENUINE
txn_1772299337506_345,U890,5838,Bangalore,mobile,1772299337.5065382,0,GENUINE,GENUINE
txn_1772299339528_931,U130,7078,Foreign,mobile,1772299339.5283525,1.13,FRAUD,GENUINE
txn_1772299341538_785,U193,4227,Hyderabad,web,1772299341.5389264,0,GENUINE,GENUINE
txn_1772299343551_175,U201,14552,Bangalore,web,1772299343.5512376,0,GENUINE,GENUINE
txn_1772299345557_215,U291,7671,Delhi,mobile,1772299345.5579379,0,FRAUD,GENUINE
txn_1772299347571_771,U844,10237,Bangalore,mobile,1772299347.5716453,0,GENUINE,GENUINE
txn_1772299349585_924,U385,2868,Delhi,mobile,1772299349.5853994,0,GENUINE,GENUINE
txn_1772299351587_966,U595,11411,Delhi,mobile,1772299351.587862,0,GENUINE,GENUINE
txn_1772299353599_774,U627,13425,Kolkata,mobile,1772299353.5991309,0,GENUINE,GENUINE
txn_1772299355609_526,U438,13907,Hyderabad,web,1772299355.6096506,0,GENUINE,GENUINE
txn_1772299357617_395,U452,14075,Chennai,mobile,1772299357.6170747,0,GENUINE,GENUINE
txn_1772299359632_596,U205,3634,Chennai,web,1772299359.6325989,0,GENUINE,GENUINE
txn_1772299361639_786,U753,7576,Hyderabad,web,1772299361.639348,0,GENUINE,GENUINE
txn_1772299363646_601,U665,17703,Delhi,mobile,1772299363.6469407,1.29,GENUINE,FRAUD
txn_1772299365655_449,U570,13575,Hyderabad,mobile,1772299365.6553383,0,GENUINE,GENUINE
txn_1772299367670_843,U598,8911,Kolkata,mobile,1772299367.6703377,0,GENUINE,GENUINE
txn_1772299369683_267,U867,13569,Foreign,mobile,1772299369.6837285,0.64,GENUINE,FRAUD
txn_1772299371693_609,U930,17642,Chennai,web,1772299371.6933796,0.98,FRAUD,FRAUD
txn_1772299373701_438,U245,10311,Delhi,web,1772299373.7018158,0,GENUINE,GENUINE
txn_1772299375712_961,U946,16537,Kolkata,web,1772299375.7129464,0.99,GENUINE,FRAUD
txn_1772299377726_651,U298,2872,Delhi,mobile,1772299377.726139,0,GENUINE,GENUINE
txn_1772299379733_552,U209,5915,Delhi,web,1772299379.7335453,0,GENUINE,GENUINE
txn_1772299381749_521,U145,17183,Chennai,mobile,1772299381.7494543,1.33,GENUINE,FRAUD
txn_1772299383763_776,U156,17874,Bangalore,mobile,1772299383.7638133,0.73,FRAUD,FRAUD
txn_1772299385768_182,U233,12473,Bangalore,mobile,1772299385.768838,0,GENUINE,GENUINE
txn_1772299387777_840,U696,4294,Kolkata,mobile,1772299387.777049,0,GENUINE,GENUINE
txn_1772299389784_660,U337,19222,Kolkata,mobile,1772299389.7842793,0.53,GENUINE,FRAUD
txn_1772299391800_248,U498,18756,Kolkata,web,1772299391.8002229,1.4,GENUINE,FRAUD
txn_1772299393815_375,U175,7632,Mumbai,mobile,1772299393.8153634,0,GENUINE,GENUINE
txn_1772299395825_854,U451,18503,Bangalore,web,1772299395.8253036,0.97,GENUINE,FRAUD
txn_1772299397838_607,U845,6774,Mumbai,mobile,1772299397.8386524,0,FRAUD,GENUINE
txn_1772299399849_538,U208,14100,Bangalore,web,1772299399.8492243,0,GENUINE,GENUINE
txn_1772299401858_399,U845,19499,Hyderabad,web,1772299401.8585076,2.06,FRAUD,FRAUD
txn_1772299403867_735,U802,12220,Kolkata,mobile,1772299403.8671262,0,GENUINE,GENUINE
txn_1772299405876_675,U477,4947,Kolkata,mobile,1772299405.8769617,0,GENUINE,GENUINE
txn_1772299407879_370,U760,18820,Chennai,mobile,1772299407.87957,0.9,GENUINE,FRAUD
txn_1772299409882_596,U913,16673,Mumbai,mobile,1772299409.882614,1.06,GENUINE,FRAUD
txn_1772299411890_133,U342,6382,Hyderabad,mobile,1772299411.8904417,0,GENUINE,GENUINE
txn_1772299413901_512,U618,1219,Chennai,web,1772299413.9017231,0,GENUINE,GENUINE
txn_1772299415914_548,U448,4448,Mumbai,web,1772299415.9140918,0,GENUINE,GENUINE
txn_1772299417926_931,U457,17089,Foreign,web,1772299417.9260795,2.62,FRAUD,FRAUD
txn_1772299419939_372,U373,15497,Foreign,mobile,1772299419.93982,2.03,FRAUD,FRAUD
txn_1772299421944_964,U830,12077,Kolkata,mobile,1772299421.9443655,0,GENUINE,GENUINE
txn_1772299423957_206,U644,9888,Foreign,mobile,1772299423.9573123,1.05,FRAUD,GENUINE
txn_1772299425966_311,U598,10196,Mumbai,mobile,1772299425.9667444,0,GENUINE,GENUINE
txn_1772299427980_216,U644,11218,Bangalore,web,1772299427.98015,1.17,FRAUD,FRAUD
txn_1772299429990_863,U130,2436,Mumbai,mobile,1772299429.990454,0,GENUINE,GENUINE
txn_1772299432000_755,U742,16123,Hyderabad,web,1772299432.0005786,1.0,FRAUD,FRAUD
txn_1772299434011_302,U618,5218,Mumbai,mobile,1772299434.0116143,0,GENUINE,GENUINE
txn_1772299436025_443,U697,19430,Kolkata,web,1772299436.0250313,1.43,FRAUD,FRAUD
txn_1772299438036_506,U741,13332,Kolkata,mobile,1772299438.0366638,0,GENUINE,GENUINE
txn_1772299440042_931,U640,14481,Kolkata,mobile,1772299440.0422506,0,GENUINE,GENUINE
txn_1772299442051_413,U425,16643,Bangalore,web,1772299442.051748,1.4,FRAUD,FRAUD
txn_1772299444063_886,U271,9900,Chennai,web,1772299444.0630744,0,GENUINE,GENUINE
txn_1772299446074_935,U915,7529,Delhi,web,1772299446.074378,0,GENUINE,GENUINE
txn_1772299448080_706,U616,16398,Chennai,mobile,1772299448.0803077,1.05,GENUINE,FRAUD
txn_1772299450084_401,U458,9880,Bangalore,mobile,1772299450.0846233,0,GENUINE,GENUINE
txn_1772299452098_836,U735,2084,Delhi,mobile,1772299452.098042,0,GENUINE,GENUINE
txn_1772299454099_247,U860,6357,Kolkata,web,1772299454.0996811,0,GENUINE,GENUINE
txn_1772299456107_664,U676,835,Hyderabad,web,1772299456.1073656,0,GENUINE,GENUINE
txn_1772299458115_568,U833,4292,Bangalore,web,1772299458.115779,0,GENUINE,GENUINE
txn_1772299460126_477,U323,333,Chennai,mobile,1772299460.126123,0,GENUINE,GENUINE
txn_1772299462135_699,U331,2286,Chennai,mobile,1772299462.1359222,0,GENUINE,GENUINE
txn_1772299464140_800,U356,11131,Delhi,web,1772299464.1409018,0,GENUINE,GENUINE
txn_1772299466151_888,U263,9450,Delhi,mobile,1772299466.151845,0,GENUINE,GENUINE
txn_1772299468155_639,U359,14139,Bangalore,web,1772299468.1552427,0,GENUINE,GENUINE
txn_1772299470172_237,U414,11840,Kolkata,web,1772299470.1723742,0,FRAUD,GENUINE
txn_1772299472188_155,U702,1378,Bangalore,web,1772299472.1882472,0,GENUINE,GENUINE
txn_1772299474197_916,U702,3714,Mumbai,web,1772299474.1973445,1.02,GENUINE,FRAUD
txn_1772299476209_861,U829,7232,Chennai,web,1772299476.2095172,0,GENUINE,GENUINE
txn_1772299478223_579,U374,3956,Delhi,web,1772299478.2230916,0,GENUINE,GENUINE
txn_1772299480237_239,U752,9691,Mumbai,web,1772299480.2378716,0,GENUINE,GENUINE
txn_1772299482254_730,U208,12687,Hyderabad,web,1772299482.2541177,0,GENUINE,GENUINE
txn_1772299484261_762,U558,17993,Delhi,mobile,1772299484.2611787,0.72,GENUINE,FRAUD
txn_1772299486272_713,U389,3676,Hyderabad,mobile,1772299486.2728481,0,GENUINE,GENUINE
txn_1772299488287_447,U255,4604,Kolkata,mobile,1772299488.287824,0,GENUINE,GENUINE
txn_1772299490297_409,U804,17188,Delhi,web,1772299490.2977548,1.35,GENUINE,FRAUD
txn_1772299492313_420,U758,11538,Delhi,mobile,1772299492.3131175,0,GENUINE,GENUINE
txn_1772299494326_225,U736,397,Mumbai,web,1772299494.3268535,0,FRAUD,GENUINE
txn_1772299496341_983,U759,6238,Kolkata,web,1772299496.3411498,0,GENUINE,GENUINE
txn_1772299498354_778,U991,1368,Mumbai,mobile,1772299498.3544164,0,GENUINE,GENUINE
txn_1772299500366_789,U811,16925,Hyderabad,web,1772299500.3660958,1.35,GENUINE,FRAUD
txn_1772299502381_697,U639,16545,Bangalore,web,1772299502.3815446,1.46,FRAUD,FRAUD
txn_1772299504394_255,U214,6636,Delhi,mobile,1772299504.3940754,0,GENUINE,GENUINE
txn_1772299506403_608,U456,7021,Delhi,mobile,1772299506.4031734,0,GENUINE,GENUINE
txn_1772299508418_180,U681,13010,Foreign,web,1772299508.4181364,0.61,GENUINE,FRAUD
txn_1772299510428_529,U296,4826,Kolkata,mobile,1772299510.428061,0,GENUINE,GENUINE
txn_1772299512434_368,U479,9758,Hyderabad,mobile,1772299512.4346333,0,GENUINE,GENUINE
txn_1772299514448_905,U807,11873,Delhi,web,1772299514.4482613,0,GENUINE,GENUINE
txn_1772299516467_731,U936,444,Kolkata,web,1772299516.46719,0,GENUINE,GENUINE
txn_1772299518472_786,U491,10353,Kolkata,mobile,1772299518.4729757,0,GENUINE,GENUINE
txn_1772299520485_467,U475,12382,Mumbai,mobile,1772299520.4853246,0,GENUINE,GENUINE
txn_1772299522502_886,U611,14750,Chennai,web,1772299522.50282,0,FRAUD,GENUINE
txn_1772299524513_171,U765,1880,Mumbai,web,1772299524.5138469,0,GENUINE,GENUINE
txn_1772299526528_704,U220,17892,Delhi,web,1772299526.5283985,0.99,GENUINE,FRAUD
txn_1772299528536_772,U179,6890,Bangalore,web,1772299528.5367475,0,GENUINE,GENUINE
txn_1772299530543_935,U435,17158,Chennai,web,1772299530.5432913,0.7,FRAUD,FRAUD
txn_1772299532552_276,U571,19325,Delhi,mobile,1772299532.5520022,1.17,GENUINE,FRAUD
txn_1772299534560_939,U935,14087,Foreign,mobile,1772299534.5607073,1.01,FRAUD,FRAUD
txn_1772299536572_318,U314,2025,Bangalore,mobile,1772299536.5720203,0,GENUINE,GENUINE
txn_1772299538587_593,U196,1261,Foreign,mobile,1772299538.5878875,0.73,GENUINE,GENUINE
txn_1772299540602_686,U189,2757,Mumbai,web,1772299540.602973,0,GENUINE,GENUINE
txn_1772299542610_661,U279,19098,Mumbai,web,1772299542.6102982,1.29,GENUINE,FRAUD
txn_1772299544618_713,U629,13220,Delhi,web,1772299544.6188622,0,GENUINE,GENUINE
txn_1772299546630_551,U440,16219,Foreign,mobile,1772299546.6302404,1.37,FRAUD,FRAUD
txn_1772299548640_981,U562,6018,Chennai,web,1772299548.6406262,0,GENUINE,GENUINE
txn_1772299550651_554,U658,203,Bangalore,web,1772299550.6513555,0,GENUINE,GENUINE
txn_1772299552666_904,U830,12288,Hyderabad,mobile,1772299552.6665375,0,GENUINE,GENUINE
txn_1772299554676_600,U866,13493,Delhi,web,1772299554.6763601,0,GENUINE,GENUINE
txn_1772299556693_161,U602,6177,Hyderabad,mobile,1772299556.6933434,0,GENUINE,GENUINE
txn_1772299558700_242,U300,13606,Hyderabad,mobile,1772299558.700099,0,GENUINE,GENUINE
txn_1772299560709_313,U422,13930,Chennai,mobile,1772299560.7092602,0,GENUINE,GENUINE
txn_1772299562724_706,U970,18957,Delhi,mobile,1772299562.7245517,1.46,GENUINE,FRAUD
txn_1772299564734_305,U685,2812,Delhi,web,1772299564.7342138,0,GENUINE,GENUINE
txn_1772299566747_466,U847,10180,Foreign,web,1772299566.7476764,1.14,FRAUD,FRAUD
txn_1772299568758_900,U304,3936,Chennai,mobile,1772299568.758244,0,GENUINE,GENUINE
txn_1772299570773_714,U649,12948,Hyderabad,web,1772299570.773864,0,FRAUD,GENUINE
txn_1772299572781_431,U874,14463,Kolkata,web,1772299572.7815177,0,GENUINE,GENUINE
txn_1772299574800_111,U596,2868,Foreign,mobile,1772299574.8007429,0.59,FRAUD,GENUINE
txn_1772299576807_991,U893,8937,Mumbai,web,1772299576.807235,0,GENUINE,GENUINE
txn_1772299578821_176,U692,11856,Bangalore,mobile,1772299578.8215153,0,FRAUD,GENUINE
txn_1772299580837_474,U674,19048,Foreign,web,1772299580.8374228,2.34,GENUINE,FRAUD
txn_1772299582847_455,U956,5469,Mumbai,mobile,1772299582.8472493,0,GENUINE,GENUINE
txn_1772299584850_710,U695,2844,Mumbai,web,1772299584.850408,0,GENUINE,GENUINE
txn_1772299586858_210,U553,9733,Chennai,web,1772299586.8583236,0,GENUINE,GENUINE
txn_1772299588866_185,U875,3926,Kolkata,mobile,1772299588.8666797,0,GENUINE,GENUINE
txn_1772299590877_575,U492,16985,Foreign,mobile,1772299590.8773215,1.51,FRAUD,FRAUD
txn_1772299592900_449,U959,15279,Foreign,web,1772299592.900647,1.72,FRAUD,FRAUD
txn_1772299594918_298,U728,4155,Foreign,mobile,1772299594.9181921,1.42,GENUINE,GENUINE
txn_1772299596927_280,U757,14010,Kolkata,mobile,1772299596.9279153,0,GENUINE,GENUINE
txn_1772299598950_177,U660,5339,Hyderabad,web,1772299598.950368,0,GENUINE,GENUINE
txn_1772299600968_657,U568,1483,Delhi,mobile,1772299600.967026,0,GENUINE,GENUINE
txn_1772299602986_946,U404,14512,Mumbai,mobile,1772299602.986422,0,GENUINE,GENUINE
txn_1772299604997_567,U842,11160,Chennai,mobile,1772299604.9971309,0,GENUINE,GENUINE
txn_1772299607007_580,U778,16423,Chennai,web,1772299607.0073547,1.0,FRAUD,FRAUD
txn_1772299609016_309,U791,16625,Bangalore,mobile,1772299609.016208,1.0,FRAUD,FRAUD
txn_1772299611027_418,U917,13505,Bangalore,mobile,1772299611.027534,0,GENUINE,GENUINE
txn_1772299613038_594,U124,12320,Hyderabad,web,1772299613.0385957,0,FRAUD,GENUINE
txn_1772299615047_277,U694,7828,Kolkata,mobile,1772299615.0472522,0,FRAUD,GENUINE
txn_1772299617057_597,U215,11315,Hyderabad,mobile,1772299617.057479,0,FRAUD,GENUINE
txn_1772299619068_381,U489,17451,Delhi,mobile,1772299619.0689638,0.68,GENUINE,FRAUD
txn_1772299621082_990,U474,3554,Foreign,web,1772299621.0825915,0.8,FRAUD,GENUINE
txn_1772299623092_783,U446,17911,Kolkata,web,1772299623.092466,1.17,GENUINE,FRAUD
txn_1772299625104_791,U631,6204,Kolkata,web,1772299625.1046996,0,GENUINE,GENUINE
txn_1772299627120_983,U644,14942,Chennai,mobile,1772299627.1200128,0,GENUINE,GENUINE
txn_1772299629132_536,U590,10151,Hyderabad,mobile,1772299629.1329358,0,FRAUD,GENUINE
txn_1772299631137_693,U718,9419,Kolkata,web,1772299631.1373055,0,FRAUD,GENUINE
txn_1772299633150_691,U574,7375,Hyderabad,web,1772299633.1509979,0,GENUINE,GENUINE
txn_1772299635162_757,U884,19772,Chennai,mobile,1772299635.1627166,0.76,FRAUD,FRAUD
txn_1772299637175_764,U129,2926,Delhi,mobile,1772299637.1750379,0,GENUINE,GENUINE
txn_1772299639181_463,U819,3220,Delhi,mobile,1772299639.1816711,0,GENUINE,GENUINE
txn_1772299641200_291,U889,8393,Delhi,web,1772299641.200328,0,GENUINE,GENUINE
txn_1772299643213_613,U555,10754,Hyderabad,mobile,1772299643.2131689,0,GENUINE,GENUINE
txn_1772299645221_388,U712,14475,Kolkata,mobile,1772299645.2213817,0,GENUINE,GENUINE
txn_1772299647236_863,U523,1905,Foreign,web,1772299647.2365232,0.89,GENUINE,GENUINE
txn_1772299649252_687,U940,11054,Hyderabad,mobile,1772299649.2524252,0,GENUINE,GENUINE
txn_1772299651261_348,U138,10086,Hyderabad,mobile,1772299651.2619042,0,FRAUD,GENUINE
txn_1772299653269_130,U172,16765,Mumbai,web,1772299653.2695072,0.79,GENUINE,FRAUD
txn_1772299655275_182,U672,4119,Kolkata,mobile,1772299655.2753377,0,GENUINE,GENUINE
txn_1772299657285_255,U581,2389,Delhi,mobile,1772299657.2855206,0,GENUINE,GENUINE
txn_1772299659293_788,U376,1790,Foreign,web,1772299659.2937825,1.2,FRAUD,GENUINE
txn_1772299661306_633,U847,11138,Foreign,web,1772299661.3062947,0.71,GENUINE,FRAUD
txn_1772299663317_574,U749,1214,Hyderabad,web,1772299663.3176928,0,GENUINE,GENUINE
txn_1772299665323_930,U230,9809,Chennai,web,1772299665.323044,0,GENUINE,GENUINE
txn_1772299667333_420,U156,4471,Kolkata,mobile,1772299667.3337383,0,GENUINE,GENUINE
txn_1772299669347_950,U563,3395,Hyderabad,web,1772299669.3477564,0,FRAUD,GENUINE
txn_1772299671352_530,U724,2284,Chennai,mobile,1772299671.3525343,0,GENUINE,GENUINE
txn_1772299673361_567,U130,3678,Mumbai,mobile,1772299673.3618672,0,GENUINE,GENUINE
txn_1772299675370_832,U517,12913,Foreign,web,1772299675.3703556,1.35,FRAUD,FRAUD
txn_1772299677386_907,U429,4268,Kolkata,mobile,1772299677.386679,0,GENUINE,GENUINE
txn_1772299679395_361,U638,7925,Mumbai,web,1772299679.3952272,0,GENUINE,GENUINE
txn_1772299681404_996,U909,15748,Foreign,web,1772299681.4048762,1.67,FRAUD,FRAUD
txn_1772299683418_336,U751,12439,Delhi,mobile,1772299683.4184108,0,GENUINE,GENUINE
txn_1772299685424_514,U762,4856,Chennai,web,1772299685.4242468,0,GENUINE,GENUINE
txn_1772299687433_734,U495,12420,Kolkata,web,1772299687.4331992,0,GENUINE,GENUINE
txn_1772299689445_247,U951,18148,Mumbai,mobile,1772299689.4450438,1.16,FRAUD,FRAUD
txn_1772299691457_308,U260,19176,Chennai,web,1772299691.4575484,0.7,FRAUD,FRAUD
txn_1772299693468_397,U369,17909,Hyderabad,mobile,1772299693.468678,0.55,GENUINE,FRAUD
txn_1772299695479_743,U940,17522,Hyderabad,mobile,1772299695.4790802,1.24,GENUINE,FRAUD
txn_1772299697493_994,U704,5362,Kolkata,mobile,1772299697.4931023,0,GENUINE,GENUINE
txn_1772299699501_653,U181,569,Chennai,web,1772299699.5011106,0,GENUINE,GENUINE
txn_1772299701510_576,U603,2240,Hyderabad,web,1772299701.5100715,0,GENUINE,GENUINE
txn_1772299703521_854,U664,6677,Foreign,web,1772299703.521389,0.62,GENUINE,GENUINE
txn_1772299705537_169,U771,13120,Delhi,mobile,1772299705.5375078,0,FRAUD,GENUINE
txn_1772299707547_154,U706,4438,Mumbai,mobile,1772299707.5473778,0,GENUINE,GENUINE
txn_1772299709556_802,U811,8585,Hyderabad,mobile,1772299709.5566635,0,GENUINE,GENUINE
txn_1772299711565_559,U151,455,Kolkata,mobile,1772299711.5656724,0,GENUINE,GENUINE
txn_1772299713583_942,U342,9505,Hyderabad,mobile,1772299713.583988,0,GENUINE,GENUINE
txn_1772299715599_173,U358,4117,Delhi,web,1772299715.5999086,0,GENUINE,GENUINE
txn_1772299717614_312,U554,15837,Foreign,mobile,1772299717.6149879,2.48,FRAUD,FRAUD
txn_1772299719628_523,U974,19471,Foreign,mobile,1772299719.6288152,2.34,FRAUD,FRAUD
txn_1772299721634_404,U160,516,Bangalore,mobile,1772299721.6342893,0,GENUINE,GENUINE
txn_1772299723641_342,U204,1634,Chennai,web,1772299723.6410499,0,GENUINE,GENUINE
txn_1772299725652_409,U980,17095,Mumbai,mobile,1772299725.652228,0.51,FRAUD,FRAUD
txn_1772299727663_233,U133,9030,Chennai,mobile,1772299727.663336,0,GENUINE,GENUINE
txn_1772299729675_518,U510,4206,Foreign,web,1772299729.6754308,0.8,GENUINE,GENUINE
txn_1772299731687_685,U661,16398,Kolkata,web,1772299731.6879935,0.8,GENUINE,FRAUD
txn_1772299733698_601,U729,14538,Bangalore,mobile,1772299733.6986182,0,GENUINE,GENUINE
txn_1772299735711_669,U356,18537,Chennai,web,1772299735.7110963,0.81,GENUINE,FRAUD
txn_1772299737722_729,U310,2080,Delhi,web,1772299737.72222,0,GENUINE,GENUINE
